nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;;destacada;expedientenumero
villa olimpica viviendas i;Finalizada;vivienda;secretaria de transporte y obras publicas;la licitacion n 1 contempla la construccion de 3 edificios de uso mixto se destinaron aproximadamente 12400m2 que fueron destinados a vivienda y 160m2 que fueron destinados a locales comerciales;154853715;8;villa lugano;av gral francisco fernandez de la cruz 3900;-35∞ -20' 25,49'';-59∞ -33' 32,41'';1/6/2015;20/12/2017;30;100;cavcon sa;2015;licitacion publica;1876/2014;33707292259;vecinos;10;15282589214;;5.428.222/2014
edificio ex liga israelita rehabilitacion y refuncionalizacion;Finalizada;salud;ministerio de salud;las obras consistieron en la rehabilitacion y refuncionalizacion del edificio para desarrollar en planta baja un cesac en el primer piso un centro de complejidad media y de derivacian del a≠Årea (cemar) se recuperaron los espacios exteriores y las fachadas del edificio completo se realizaron trabajos en el nivel cesac sobre la recuperacian de fachadas y espacios exteriores trabajos del basamento;84798501;15;paternal;fragata pres sarmiento 2152;-35∞ -26' 52,10'';-59∞ -36' 24,83'';11/7/2016;1/1/2019;30;100;grupo viarsa sa;2015;licitacion publica;1307/2015;30714207667;vecinos;47;46213850;;EX-2017-14224931-UPEEI
hospital velez sarfield  remodelacion guardia;Finalizada;salud;ministerio de salud;la obra de guardia nueva relocalizacion del jarda≠≠n maternal remodelacion del area administrativa y servicio de imagenes consiste en el traslado y ampliacion de dichos servicios a travas de la construccion de un nuevo volumen que se adosa al edificio existente el proyecto se resuelve desarrollando en planta baja la guardia y en primer piso el sector madico de la guardia con sus dormitorios estares y office el jarda≠≠n existente sera demolido para ser construido a nuevo dicha obra se completa con la remodelacion del edificio existente para la reubicacian del servicio de imagenes y nutrician same y sector administrativo en planta baja y la remodelacion de la sala de partos en primer piso esta intervencion abarca una totalidad de 2252 m2 cubiertos 121 m2 semicubiertos y 1840 m2 descubiertos;135485000;10;monte castro;calderon de la barca pedro 1550;-35∞ -23' 3,43'';-59∞ -36' 33,84'';22/6/2017;19/9/2017;30;100;indaltec sa;2018;licitacion publica;42/2018;30650988600;vecinos;7;46213850;;EX- 2017-14673025-UPEEI
subterraneos  linea  e obra complementaria cochera  taller lacarra;Finalizada;transporte;secretaria de transporte y obras publicas;comprende el proyecto y construccion de una estructura de apoyo para puentes graas catenaria y pasarelas metalicas en va≠≠as 1 y 2 en el taller lacarra de la la≠≠nea e de la red de subterraneos de buenos aires;5800358;7;flores;av lacarra y autopista dellepiane;-35∞ -22' 24,09'';-59∞ -29' 7,04'';1/4/2017;31/10/2019;30;100;benito roggio e hijos sa;2007;licitacion publica;153/07;30501086246;vecinos;10;46213850;SI;
creacion de espacio urbano bajo autopista en el barrio 31;Finalizada;espacio publico;ministerio de desarrollo humano y habitat;creacian de espacio urbano bajo autopista barrio 31 retiro ciudad autanoma de buenos aires;346549825;1;retiro;islas galapagos y huemul;-35∞ -23' 45,41'';-59∞ -38' 44,38'';4/7/2019;27/12/2021;30;100;demoliciones mitre srl;2019;licitacion publica;9215/sigaf/2019;30657536551;43190;25;46213850;;
remodelacion guardia;Finalizada;salud;ministerio de salud;la obra de guardia nueva relocalizacion del jarda≠≠n maternal remodelacion del area administrativa y servicio de imagenes consiste en el traslado y ampliacion de dichos servicios a travas de la construccion de un nuevo volumen que se adosa al edificio existente el proyecto se resuelve desarrollando en planta baja la guardia y en primer piso el sector madico de la guardia con sus dormitorios estares y office el jarda≠≠n existente sera demolido para ser construido a nuevo dicha obra se completa con la remodelacion del edificio existente para la reubicacian del servicio de imagenes y nutrician same y sector administrativo en planta baja y la remodelacion de la sala de partos en primer piso esta intervencion abarca una totalidad de 2252 m2 cubiertos 121 m2 semicubiertos y 1840 m2 descubiertos;135485000;10;monte castro;calderon de la barca pedro 1550;-35∞ -20' 32,31'';-59∞ -33' 15,53'';26/10/2018;11/7/2021;30;100;oxigenoterapia norte sacifia;2021;2095;di202154gcabadgadcyp;30535645244;vecinos;10;46213850;;
centro de monitoreo urbano chacarita;Finalizada;arquitectura;ministerio de seguridad;puesta en valor ampliacion y remodelacion de un sector de la nave 8;361626612;15;chacarita;av jorge newbery y las calles guzman y rodney;-35∞ -19' 20,86'';-59∞ -33' 48,38'';3/3/2017;30/9/2019;30;100;miavasa sa;2016;licitacion publica;1052/sigaf/16;30677303863;vecinos;10;2,02E+11;;
escuela de educaciÛn primaria n 24 de 15 francisco morazan  siglo xxi;Finalizada;escuelas;ministerio de educacion;primaria;6706,57;12;villa urquiza;rivera pedro dr 4221;-35∞ -26' 1,75'';-59∞ -32' 45,25'';1/12/2013;31/5/2016;29;100;criba sa;2013;licitacion publica;2030mdugc2013;30505454436;vecinos;10;9144122013;;24.005.383-DGIURB-2016
conector ambiental iriarte;Finalizada;espacio publico;secretaria de transporte y obras publicas;tipologia de calle con importante presencia de vegetacian forma parte de una red que permite conectar el conjunto de espacios verdes de la ciudad;10984180;4;parque patricios;velez sarsfield y amancio alcorta;-35∞ -22' 24,72'';-59∞ -37' 23,59'';3/2/2015;28/7/2017;29;100;altote sa;2014;licitacion publica;1526/2014;30707431896;29894;12;46213850;;
cesac  30 ampliacion y remodelacion integral;Finalizada;salud;ministerio de salud;la obra consistia en la ampliacion y remodelacion integral del cesac  30 dando respuesta a la necesidad de mayores prestaciones definidas por el programa madico la superficie total de intervencion es de 96544 m2 correspondiendo 67858 m2 cubiertos nuevos 7986 m2 cubiertos de remodelacion y 207 m2 descubiertos la obra comprendia 15 consultorios para las especialidades de ginecologa≠≠a cla≠≠nica madica pediatra≠≠a odontologa≠≠a servicio social enfermera≠≠a vacunatorio farmacia depasito de leche espera sum sanitarios publicos sanitarios y vestuario para el personal sala de profesionales oficina para el director depasitos y areas de apoyo tacnico;33890055;4;barracas;amancio alcorta e iguazu;-35∞ -26' 41,95'';-59∞ -36' 53,36'';5/8/2016;15/1/2019;29;100;emaco sa;2016;licitacion publica;82/2016;30516284222;vecinos;30;46213850;;12962133--MGEYA-2014
esc primaria coman  2 alejandro aguado obras generales;Finalizada;escuelas;ministerio de educacion;obra de instalacion electrica;3399349;10;monte castro;cervantes 1911;-35∞ -28' 48,24'';-59∞ -33' 37,92'';17/10/2016;6/3/2019;29;100;cia central de contrucciones srl;2016;licitacion publica;1816/sigaf/2014;30708008393;vecinos;10;46213850;;
parque de la estacion galpon;Finalizada;espacio publico;secretaria de transporte y obras publicas;el monto total de esta obra es $211883237 incluye las obras de parque de la estacion espacio publico y parque de la estacion galpon;21883237;3;balvanera;peron juan domingo tte general 3202;-35∞ -27' 17,66'';-59∞ -31' 11,99'';19/11/2016;19/4/2019;29;100;cunumi sa;2017;licitacion publica;1131sigaf/2017;30615748036;vecinos;10;46213850;;
escuela infantil n 8 de 15  siglo xxi;Finalizada;escuelas;ministerio de educacion;inicial;300000000;12;villa urquiza;rivera pedro i dr 4221;-35∞ -28' 26,62'';-59∞ -34' 42,86'';1/12/2013;30/10/2016;29;100;criba sa;2013;licitacion publica;1816/sigaf/2014;30505454436;vecinos;10;46213850;;
ispee  siglo xxi;Finalizada;escuelas;ministerio de educacion;media;300000000;12;villa urquiza;holmberg 2754;-35∞ -24' 27,36'';-59∞ -38' 25,57'';1/12/2013;30/10/2016;29;100;criba sa;2013;licitacion publica;1816/sigaf/2014;30505454436;vecinos;10;46213850;;
·rea ambiental central calle esmeralda i;Finalizada;espacio publico;secretaria de transporte y obras publicas;la obra incluya el tramo ubicado entre la av santa fe y la av de mayo en donde se realizaron obras de nivelacian con el objetivo de dejar un carril central para transito liviano restringiendo el paso de colectivos ademas se intalaran nuevas luminarias y se plantaran arboles;26938294;1;san nicolas;esmeralda 600;-35∞ -24' 12,55'';-59∞ -38' 41,08'';27/10/2014;28/2/2017;28;100;dal construcciones sa;2014;licitacion publica;305/2014;30604370171;vecinos;59;46213850;SI;
red pluvial iv ampliacion;Finalizada;hidraulica e infraestructura;secretaria de transporte y obras publicas;la obra consistia en la ejecucion de conductos circulares con respectivas camaras sumideros nexos y demas componentes secundarios a fin de resolver en distintas ubicaciones los problemas de anegamientos producidos por la falta de red de captacian pluvial complementarios al plan director de ordenamiento hidraulico;24536126;12;coghlan;Quezada y perez roque;-35∞ -27' 37,23'';-59∞ -32' 28,47'';16/6/2014;31/10/2016;28;100;altote sa  naku construcciones srl  (ute);2013;licitacion publica;2529/2013;30712263454;1000000;17;27691362013;;
centro de exposiciones y convenciones;Finalizada;arquitectura;secretaria de transporte y obras publicas;el equipamiento metropolitano del centro de exposiciones y convenciones se proyecta a partir de la idea de soterrar el edificio para liberar superficie e integrar la cubierta verde al parque thays y la plaza de las naciones unidas formando un gran parque publico se ubica en el predio de av figueroa alcorta al lado de la facultad de derecho constituyendo un enclave estratagico de la ciudad de buenos aires dada su localizacian y su potencialidad simbalica y espacial el edificio tiene capacidad para 5000 asistentes y esta conformado por una sala plenaria y otras salas auxiliares divisibles tambian cuenta con oficinas espacios para reuniones un restaurante un estacionamiento para 900 veha≠≠culos y un foyer de 1600 ma≠ÄöaÇ≤ a su vez tiene acceso a la estacion facultad de derecho de la la≠≠nea h;313660000;2;recoleta;Dr ferreira carlos y Eduardo Costure;-35∞ -25' 0,38'';-59∞ -37' 17,95'';20/12/2014;30/4/2017;28;100;criba sa  mejores hospitales sa  union transitoria de empresas;2013;licitacion publica;2594/2013;30714365440;5000;170;41501952013;;
hospital santojanni  ampliacion instalaciones centrales de oxigeno aire comprimido vacao edificio 3 en 1 2 3 y 4 piso;Finalizada;salud;ministerio de salud;se realiza la provision e instalacion de materiales y equipos para la ampliacion de las instalaciones de oxa≠≠geno aire comprimido y aspiracian central correspondientes al edificio 3 en los pisos 1 2 3 y 4 del hospital;17406748;9;liniers;pilar 950;-35∞ -20' 25,51'';-59∞ -33' 32,49'';21/6/2016;31/10/2018;28;100;ecohm srl;2014;licitacion publica;82/2014;30712548114;vecinos;9;46213850;SI;
barrio rodrigo bueno vivienda nueva 611 uf;Finalizada;vivienda;instituto de la vivienda;barrio rodrigo bueno etapa 2 611 viviendas 53 locales comerciales y obras exteriores tipologa≠≠a pb + 1 piso / pb + 2 pisos / pb + 3 pisos av espaaa reserva ecolagica costanera sur y macizo rodrigo bueno barrio puerto madero comuna 1 el monto total de las obras de infraestructura movimiento de suelo y viviendas nuevas es de $1624752066;2058005036;4;la boca;espaaa av 2230;-35∞ -26' 42,06'';-59∞ -35' 7,76'';26/1/2017;30/4/2020;28;100;vivian hnos sa;2017;licitacion publica;lp 35/17;30504418649;2252;75;46213850;;21856192/DGRU/2017
viaducto mitre;Finalizada;transporte;secretaria de transporte y obras publicas;la obra del viaducto consiste en la elevacion de una parte de la traza que recorre actualmente el ferrocarril mitre  ramal tigre contemplando tambian la construccion de dos nuevas estaciones sobre nivel;2056759547;13;belgrano;juramento av 1701;-35∞ -28' 29,51'';-59∞ -32' 36,50'';10/6/2017;10/10/2019;28;100;benito roggio e hijos sa  jose j chediack saica  ut;2016;licitacion publica;33ausa/16;30715540327;vecinos;10;46213850;;
paseo del bajo tramo b  trinchera semicubierta sur;Finalizada;transporte;secretaria de transporte y obras publicas;el tramo b del proyecto contempla el recorrido desde el viaducto sur que conecta con las autopistas 25 de mayo y buenos airesla plata hasta el comienzo del tramo c en cercana≠≠as al parque central se desarrolla en trinchera semi cubierta con tramos peatonales y calles vehiculares pasantes;1640500000;1;puerto madero;av Ing huergo y Juan de Garay;-35∞ -23' 26,11'';-59∞ -39' 55,84'';2/1/2017;30/4/2019;27;100;green seosa pbt ute;2016;licitacion publica;2,02E+11;30715467999;vecinos;10;46213850;;
paso bajo nivel constituyentes;Finalizada;transporte;secretaria de transporte y obras publicas;el paso bajo nivel constituyentes se extiende entre la av mosconi y olazabal hasta la calle jose l cabezan y cullen el paso vehicular bajo las va≠≠as del tren contiene cuatro carriles dos en cada sentido con una altura libre de transito de 510 metros permitiendo la circulacian de veha≠≠culos pesados y livianos;119500000;12;villa pueyrredon;De los constituyentes 4950;-35∞ -26' 45,69'';-59∞ -31' 45,11'';22/1/2014;29/4/2016;27;100;jose chediack saica;2013;licitacion publica;2,01E+11;30502256005;vecinos;10;46213850;SI;
edificio iriarte 3501  trabajos en planta baja y planta alta  predio del ex cic;Finalizada;salud;ministerio de salud;la obra consistia en la continuacian de los trabajos iniciados en el edificio existente de 2 plantas para la creacian de un centro de especialidades madicas ambulatorias de referencia (cemar) dando respuesta urgente a necesidades sanitarias de la zona (guardia 24hs ambulancia para el barrio entre otras) realizacian de trabajos en planta baja con tabiques durlock pisos de mosaico instalaciones de provision de agua y desaga≠ºes instalacion contra incendio se realizaron trabajos en la calle de acceso lateral en planta alta se realizaron desaga≠ºes tabiques de durlock pisos vina≠≠licos plomado de salas de rayos instalacion de equipos;60000000;4;barracas;av gral iriarte 3501;-35∞ -21' 1,20'';-59∞ -35' 51,55'';16/1/2017;15/4/2019;27;100;doxi construcciones sa  mad desarrollos srl;2016;decreto  433/16;5459/2017;30711219699;vecinos;28;46213850;;
barrio rivera iguaza manzana 2  construccion de 64 viviendas;Finalizada;vivienda;instituto de la vivienda;iguaza  1835 barrio ribera iguaza 192 viviendas obras exteriores y pavimentos barrio nueva pompeya convenio cuenca riachuelo matanza;60912546;4;nueva pompeya;iguazu 1835;-35∞ -22' 41,54'';-59∞ -31' 42,91'';12/12/2016;31/3/2019;27;100;vivian hnos sacifi;2014;licitacion publica;lp 29/14;30504418649;256;120;46213850;;
barrio rivera iguaza manzana 6  construccion de 64 viviendas;Finalizada;vivienda;instituto de la vivienda;iguaza  1835 barrio ribera iguaza 192 viviendas obras exteriores y pavimentos barrio nueva pompeya convenio cuenca riachuelo matanza;58590234;4;nueva pompeya;iguazu 1835;-35∞ -21' 28,77'';-59∞ -33' 30,99'';12/12/2016;31/3/2019;27;100;cunumi sa;2014;licitacion publica;lp 29/14;30615748036;256;120;46213850;;
inst de enseaanza superior en lenguas vivas juan b justo sede primario obras generales;Finalizada;escuelas;ministerio de educacion;el ministerio de educacion en una primera etapa desarrolla una ampliacion en el edificio existente del inst de enseaanza superior en lenguas vivas juan b justo;6380743;11;villa del parque;lascano 3840;-35∞ -23' 5,31'';-59∞ -38' 56,80'';25/9/2015;31/12/2017;27;100;garbin sa;2015;licitacion publica;1816/sigaf/2014;30521147373;vecinos;24;46213850;;
